Ticker,Name,GICS Sub Industry,ICB Subsector Name,ICB Sector Name,ICB Supersct Nm,ICB Industry Name,Co Des,Ind Group,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,COGS,COGS,COGS,COGS,COGS,COGS,COGS,COGS,COGS,CFO,CFO,CFO,CFO,CFO,CFO,CFO,CFO,CFO,Capex,Capex,Capex,Capex,Capex,Capex,Capex,Capex,Capex,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability
SJM,JM SMUCKER CO,Packaged Foods & Meats,Food Products,Food Producers,"Food, Beverage and Tobacco",Consumer Staples,"The JM Smucker Company manufactures and markets food products on a worldwide basis. The Company's principal products include peanut butter, shortening and oils, fruit spreads, canned milk, baking mixes and ready-to-spread frostings, flour and baking ingredients, juices and beverages, frozen sandwiches, dessert toppings, syrups, pickles and condiments, and potato side dishes.",Diversified Finan Serv,592300032,1338599936,514400000,779500032,876300032,631699968,-91300000,744000000,-1230800000,15639700000,15301200000,16711300000,16970400000,16284200000,16055000000,14991400000,20273700000,17563300000,7392300000,7357100000,7838000000,7801000000,8002700000,7998900000,8529200000,8178700000,8726100000,4557000192,4520999936,4922299904,4799000064,4864000000,5298200064,5727399936,5063300096,5341400064,1059000000,1218000000,1141200000,1254800000,1565000000,1136300000,1194400000,1229400000,1210400000,-192400000,-192400000,-359800000,-269300000,-306700000,-417500000,-477400000,-586500000,-393800000,5398500000,4832000000,5910800000,5783500000,4909900000,4610800000,4428000000,8559100000,7811700000,38.35%,38.55%,37.20%,38.48%,39.22%,33.76%,32.85%,38.09%,38.79%,11500650433192,12077673539596,11258025589579,14103717503531,18188695645134,10303895294538,10833668274808,9928290590553,13140245374713,8.51,18.07,6.45,9.59,10.74,7.77,-1.18,9.93,-17.87,91289190300000,109775853985000,113118531575000,123440958450000,117220552000000,118195880020000,106941818940000,125114354850000,100813012400000,191576431016960,180236332609536,197953100546048,197552130248704,204752557948928,211662938234880,236450961235968,198338075361280,205087416393728,13836346805500,1044000000,1386800000,928600000,1223100000,1023800000,157500000,1305800000,-673900000,165000000,176900000,213300000,193400000,177100000,160900000,152000000,264300000,388700000,166800000,192600000,101300000,391100000,334300000,169900000,655800000,62000000,69900000,1641800000,1555000000,1625200000,1972700000,1941700000,2010100000,2858700000,1966900000,2146600000,1832600000,1033800000,2341500000,1587100000,2867500000,1952800000,1986700000,3761100000,2652000000
SLB,SLB LTD,Oil & Gas Equipment & Services,Oil Equipment and Services,"Oil, Gas and Coal",Energy,Energy,"SLB Ltd operates as an oilfield services company. The Company provides scaling new energy systems, delivering digital at scale, innovating in oil and gas, and decarbonizing industrial products and services, as well as offers harnessing geothermal energy, enterprise data performance, and methane elimination solutions. SLB serves customers worldwide.",Chemicals,-1504999936,2138000000,-10136999936,-10517999616,1880999936,3440999936,4203000064,4461000192,3374000128,71987000000,70507000000,56312000000,42434000000,41511000000,43135000000,47957000000,48935000000,54868000000,30440000000,32815000000,32917000000,23601000000,22929000000,28091000000,33135000000,36289000000,35708000000,26542999552,28477999104,28720001024,20999999488,19271000064,22929999872,26571999232,28828999680,29201000448,5663000000,5713000000,5431000000,2944000000,4651000000,3720000000,6637000000,6602000000,6489000000,-2107000000,-2107000000,-1724000000,-1116000000,-1141000000,-1618000000,-1939000000,-1931000000,-1694000000,18199000000,17827000000,16705000000,17897000000,15009000000,12925000000,12775000000,12816000000,12541000000,12.80%,13.22%,12.75%,11.02%,15.95%,18.37%,19.81%,20.56%,18.22%,47579013300000,50604393042500,52426651577203,26648301427481,50224516034483,31217751133846,71580260270769,74076418252099,79016226293103,-3.86,5.86,-33.83,-58.71,13.89,21.05,22.19,21.59,14.28,506302468000000,527828051300000,334752984000000,173909325000000,217649711000000,278959020800000,328749184400000,363500400000000,455568663000000,1.26732MMMMM,719887670046720,770959442927616,423143984435200,598320618405888,1.17719MMMMM,1.14334MMMMM,873516725567488,958024981229568,-11252516925000,3050000000,2765000000,-9895000000,-10898000000,4151000000,5443000000,5804000000,4368000000,566000000,575000000,609000000,563000000,539000000,490000000,503000000,512000000,558000000,1799000000,1433000000,1137000000,844000000,1757000000,1655000000,2900000000,3544000000,3036000000,18497000000,15731000000,15530000000,12919000000,12654000000,15003000000,17718000000,18570000000,19513000000,15282000000,13486000000,13098000000,10491000000,10359000000,12018000000,13395000000,12811000000,14721000000
SMCI,SUPER MICRO COMP,"Technology Hardware, Storage & Peripherals",Computer Hardware,Technology Hardware and Equipment,Technology,Technology,"Super Micro Computer, Inc. designs, develops, manufactures and sells server solutions based on modular and open-standard architecture. The Company offers servers, motherboards, chassis, and accessories. Super Micro Computer markets its products worldwide.",Food,66854000,46165000,71918000,84308000,111865000,285163008,639998016,1152665984,1048854016,1515130000,1769505000,1682594000,1918646000,2241964000,3205077000,3674729000,9826092000,14018429000,2484929000,3360492000,3500360000,3339281000,3557422000,5196099000,7123482000,14989251000,21972042000,2134971008,2930498048,3004837888,2813071104,3022884096,4396098048,5840470016,12927841280,19542120448,-96188000,84347000,262554000,-30334000,122955000,-440801000,663580000,-2485972000,1659524000,-29365000,-29365000,-24849000,-44338000,-58016000,-45182000,-36793000,-124279000,-127214000,161447000,116181000,23647000,48116000,84351000,620564000,290302000,2174145000,4757653000,14.08%,12.80%,14.16%,15.76%,15.03%,15.40%,18.01%,13.75%,11.06%,-1664888100287,809696172207,3435163957237,-1071768441533,936353512735,-6991654665324,9495298205943,-40890665671136,24698568089598,9.09,5.71,8.06,8.4,10.35,22.62,37.67,31.2,17.9,10321944871000,12041318448200,13294063941200,15396801882500,15958621089000,21277491791250,29647631610000,88584834240000,101787820392000,16091915198592,16736537155968,13653989784000,21496935548928,25902074548224,31500815091200,198218732258304,787919645442048,470324506902528,1258084303161,94714000,123947000,97233000,85654000,335167000,761142000,1210774000,1252994000,2300000,5726000,6690000,2236000,2485000,6413000,10491000,19352000,59573000,110606000,115377000,248164000,210533000,232266000,267397000,440459000,1669766000,5169911000,1261166000,1530878000,1421771000,1592761000,1867259000,2806315000,3179426000,8931960000,12301654000,672530000,811557000,605969000,707635000,968896000,1470024000,1374652000,2345721000,2344792000
SNA,SNAP-ON INC,Industrial Machinery & Supplies & Components,Machinery: Tools,Industrial Engineering,Industrial Goods and Services,Industrials,"Snap-on Incorporated develops, manufactures, and distributes tool and equipment solutions worldwide. The Company provides hand and power tools, diagnostics and shop equipment, tool storage products, diagnostics software, and other solutions for the automotive service industry. Snap-on serves customers in the United States.",Oil&Gas Services,557699968,679900032,693500032,627000000,820499968,911699968,1011100032,1043900032,1016899968,5249100000,5373100000,5693500000,6557300000,6759700000,6972800000,7544900000,7896800000,8412300000,4000300000,4070400000,4067700000,3942200000,4601700000,4842500000,5108300000,5108400000,5156100000,1860999936,1870700032,1886000000,1844000000,2141200000,2311699968,2381100032,2329499904,2357799936,608500000,764500000,674600000,1008600000,966600000,675200000,1154200000,1217500000,1081700000,-82000000,-82000000,-99400000,-65600000,-70100000,-84200000,-95000000,-83500000,-76000000,1203700000,1132300000,1219600000,1514000000,1261000000,1269000000,1281300000,1294300000,1293300000,51.08%,51.59%,51.38%,50.66%,51.78%,50.53%,51.28%,51.97%,51.73%,7044530512500,9593418482162,8136619139538,13740182020943,12828778800962,8777207859231,16138316662154,17980658421923,16572554585660,20.02,22.47,21.31,17.33,20.5,21.05,21.17,19.95,17.96,40387612400000,45283787230000,47863948500000,54171667800000,59855806300000,69836675200000,78395575440000,87706647000000,99538128000000,134264529854464,116485359823872,129002362159104,130394970188800,163857830003712,187798442010624,234268395372544,291368747077632,304167831920640,11802431842500,956100000,1123500000,962300000,880500000,1207200000,1310400000,1345700000,1327700000,52400000,50400000,49000000,54000000,53100000,47100000,49900000,49600000,50500000,92000000,140900000,184500000,923400000,780000000,757200000,1001500000,1360500000,1624500000,2119300000,2216900000,2380500000,3083000000,3053400000,3368900000,3652000000,3989400000,4402800000,1193300000,952000000,947600000,1164900000,982200000,971600000,941600000,961500000,918500000
SNDK,SANDISK CORP,"Technology Hardware, Storage & Peripherals",Computer Hardware,Technology Hardware and Equipment,Technology,Technology,"Sandisk Corporation of Delaware supplies flash memory semiconductors. The Company designs and manufactures SSDs, memory cards, and USB drives for photography, gaming, and data centers. Sandisk serves consumers and professionals worldwide.",Computers,--,--,--,--,--,1064000000,-2143000064,-672000000,-1640999936,--,--,--,--,--,--,13820000000,13506000000,12985000000,--,--,--,--,--,9754000000,6086000000,6663000000,7355000000,--,--,--,--,--,6510000128,5656000000,5591000064,5143000064,--,--,--,--,--,--,--,--,84000000,--,--,--,--,--,--,--,--,-204000000,--,--,--,--,--,--,--,--,2068000000,--,--,--,--,--,33.26%,7.07%,16.09%,30.07%,--,--,--,--,--,--,--,--,-1934206846154,--,--,--,--,--,--,--,0,-16.17,--,--,--,--,--,--,171962487000000,181212864000000,149575680000000,--,--,--,--,--,--,--,--,111725695441920,--,--,--,--,--,1200000000,-2035000000,-468000000,-1377000000,--,--,--,--,--,15000000,31000000,40000000,63000000,--,--,--,--,--,--,292000000,328000000,1481000000,--,--,--,--,--,--,3400000000,3548000000,5086000000,--,--,--,--,--,--,2174000000,2123000000,1427000000
SNPS,SYNOPSYS INC,Application Software,Software,Software and Computer Services,Technology,Technology,"Synopsys, Inc. supplies electronic design automation solutions to the global electronics market. The Company provides design technologies to creators of advanced integrated circuits, electronic systems, and systems on a chip. Synopsys also provides consulting services and support to its customers to streamline the overall design process and accelerate time to market.",Hand/Machine Tools,136563008,432518016,532367008,664347008,757516032,984593984,1229888000,2263379968,1332220032,5396414000,6145974000,6405160000,8030062000,8752260000,9418087000,10333131000,13073561000,48224461000,2724880000,3121058000,3360694000,3685281000,4204193000,5081542000,5318014000,6127436000,7054178000,578075008,651864000,693323008,742238016,813315968,996761024,985561984,1137293056,1311691008,632482000,424399000,800513000,991313000,1492622000,1738900000,1703274000,1407029000,1518608000,-70328000,-70328000,-198129000,-154717000,-93764000,-136589000,-189618000,-123161000,-169454000,143987000,469304000,137707000,663491000,666767000,656371000,677596000,684457000,14293418000,75.99%,76.42%,77.60%,78.44%,79.50%,79.07%,80.62%,79.68%,76.98%,7506602823582,4578275368451,8574522995344,12176803027375,19988581640425,23437068071700,23085041099986,20274245379323,22066424243207,4.22,12.81,14.08,14.78,14.85,18.21,21.09,29.9,7.14,44466497992000,53025025977250,57575258512200,72609696627000,75411907304500,86967968360000,98553639166100,141628241376000,471588145720000,176477723920384,203328628797440,287357067114496,482435372310528,725792134004736,697367352786944,1.13751MMMMM,1.24239MMMMM,1.40522MMMMM,4641107947596,360225000,734790000,520231000,620141000,1162038000,1273239000,1355711000,914927000,7303000,15607000,11659000,5140000,3365000,1698000,1178000,35161000,446729000,1048356000,723115000,728597000,1235653000,1432840000,1417608000,1433966000,3896532000,2888030000,1682593000,1543797000,1738917000,2549217000,2808341000,3012669000,3430624000,6469666000,6012102000,1614109000,2102415000,1752453000,2139922000,2413484000,2774499000,2985451000,2650120000,3722494000
SO,SOUTHERN CO,Electric Utilities,Conventional Electricity,Electricity,Utilities,Utilities,"The Southern Company is a public utility holding company. The Company, through its subsidiaries, develops, constructs, acquires, owns, and manages power generation assets, including renewable energy projects, and sells electricity in the wholesale market, as well as distributes natural gas products. Southern serves customers in the United States.",Computers,880000000,2241999872,4753999872,3134000128,2408000000,3535000064,3976000000,4400999936,4341000192,111005000000,116914000000,118700000000,122935000000,127534000000,134891000000,139331000000,145180000000,155720000000,23031000000,23495000000,21419000000,20375000000,23113000000,29279000000,25253000000,26724000000,29553000000,--,--,--,--,--,--,--,--,--,6394000000,6945000000,5781000000,6696000000,6169000000,6302000000,7553000000,9788000000,9802000000,-7742000000,-7742000000,-7954000000,-7808000000,-7687000000,-8585000000,-9708000000,-9603000000,-13409000000,50793000000,46849000000,48686000000,51041000000,55470000000,59135000000,63490000000,66277000000,74075000000,67.97%,66.15%,71.09%,75.14%,69.87%,59.60%,70.49%,74.39%,72.38%,-18036138900000,-20651947625000,-30731889365326,-16210564106870,-21721030011494,-33905863862308,-32834282861538,2933876552481,-59439317672414,3.44,9.11,18.15,11.24,8.57,12.09,12.86,13.61,12.54,351276976000000,423145376500000,443780325000000,452910625000000,463705229500000,535494630400000,542169110000000,596465936000000,648806831000000,658415056306176,633000230166528,969377245405184,940098618265600,1.07319MMMMM,1.21698MMMMM,1.18614MMMMM,1.4714MMMMM,1.62885MMMMM,31215365025000,4191000000,3698000000,7736000000,4885000000,5370000000,5826000000,7068000000,7285000000,1694000000,1842000000,1736000000,1821000000,1837000000,2022000000,2446000000,2743000000,3238000000,2130000000,1396000000,1975000000,1065000000,1798000000,1917000000,748000000,1070000000,1639000000,10072000000,9583000000,9817000000,8617000000,8965000000,10416000000,10432000000,10694000000,10917000000,13594000000,14286000000,12546000000,12079000000,10921000000,15724000000,13467000000,15993000000,16888000000
SOLV,SOLVENTUM,Health Care Supplies,Medical Supplies,Medical Equipment and Services,Health Care,Health Care,"Solventum Corporation is a health care solutions company. The Company engages in developing, manufacturing, and commercialization a broad portfolio of solutions that leverages material and data science, clinical research, and digital capabilities. Solventum operates in separation and purification, health information, medical solutions, medical device component, and oral care market.",Software,--,--,--,--,1460000000,1343000064,1346000000,479000000,1556000000,--,--,--,--,--,13594000000,13943000000,14457000000,14294000000,--,--,--,--,8171000000,8130000000,8197000000,8254000000,8325000000,--,--,--,--,3248000000,3435000064,3504000000,3660999936,3873999872,--,--,--,--,2202000000,1679000000,1915000000,1185000000,369000000,--,--,--,--,-277000000,-251000000,-290000000,-380000000,-379000000,--,--,--,--,--,95000000,98000000,8183000000,5247000000,--,--,--,--,60.25%,57.75%,57.25%,55.65%,53.47%,--,--,--,--,27544784434866,21207872796923,24759030000000,12766327701336,-164788793103,--,--,--,--,--,--,11.5,6.55,38.86,--,--,--,--,--,182085542400000,179558405600000,48125176000000,84282957000000,--,--,--,--,--,--,--,185640820473856,229485616356352,--,--,1879000000,--,--,1693000000,1692000000,1036000000,2181000000,--,--,--,--,--,--,--,367000000,347000000,--,--,--,--,--,61000000,194000000,762000000,878000000,--,--,--,--,--,2231000000,2519000000,3249000000,3859000000,--,--,--,--,--,1311000000,1728000000,2703000000,3136000000
SPG,SIMON PROPERTY,Retail REITs,Retail REITs,Real Estate Investment Trusts,Real Estate,Real Estate,"Simon Property Group, Inc. is a self-administered and self-managed, real estate investment trust. The Company owns, develops, and manages retail real estate properties including regional malls, outlet centers, community/lifestyle centers, and international properties. Simon Property Group serves customers in the State of Indiana.",Electric,1947961984,2440058112,2101584000,1112563968,2249630976,2139534976,2283126016,2370895872,4627612160,32257638000,30686223000,31231630000,34786846000,33777379000,33011274000,34283495000,32405691000,40606466000,5538640000,5645288000,5755189000,4607503000,5116789000,5291447000,5658836000,5963798000,6364505000,--,--,--,--,--,--,--,--,--,3593788000,3750796000,3807831000,2326698000,3637402000,3766604000,3930793000,3814655000,4136551000,-996588000,-996588000,-876011000,-484119000,-527935000,-650024000,-793283000,-755584000,-934346000,24632463000,23305535000,24680039000,27238853000,25827953000,25458239000,26518284000,24784778000,29186714000,--,--,--,--,--,--,--,--,--,34750341210000,41557800264008,41463583929613,26860831835857,44493297777833,46285736835738,47804125670954,48513171239321,52768749721983,49.13,70.6,73.07,40.44,71.07,66.55,74.99,80.49,114.62,60184567472000,58099447168950,43343851261500,50940964150000,62659722912500,59297842515200,56758033376800,58541487328000,111933125349000,726140271116288,748933471125504,632963046662144,390103307673600,747598135250944,595632101363712,715563383914496,913847465181184,1.0046MMMMM,37495099024500,2926299000,2413190000,2912787000,1971809000,2583553000,2807022000,3092796000,3175396000,809393000,815923000,789353000,784400000,795712000,761253000,854648000,905797000,974835000,1482309000,514335000,669373000,1011613000,533936000,621628000,1168991000,1400345000,823147000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SPGI,S&P GLOBAL INC,Financial Exchanges & Data,Financial Data Providers,Finance and Credit Services,Financial Services,Financials,"S&P Global Inc. provides clients with financial information services. The Company offers information regarding ratings, benchmarks, and analytics in the global capital and commodity markets. S&P Global operates worldwide.",Healthcare-Products,1496000000,1958000000,2123000064,2339000064,3024000000,3248000000,2625999872,3852000000,4471000064,9425000000,9441000000,11348000000,12537000000,15026000000,61784000000,60589000000,60221000000,61200000000,6063000000,6258000000,6699000000,7442000000,8297000000,11181000000,12497000000,14208000000,15336000000,1695000064,1700999936,1976000000,2094000000,2195000064,3766000128,4140999936,4391000064,4562999808,2016000000,2064000000,2776000000,3567000000,3598000000,2603000000,3710000000,5689000000,5651000000,-123000000,-123000000,-115000000,-76000000,-35000000,-89000000,-143000000,-124000000,-195000000,3569000000,3662000000,4680000000,4754000000,4702000000,11651000000,12105000000,12042000000,13582000000,72.04%,72.82%,70.50%,71.86%,73.54%,66.32%,66.86%,69.09%,70.25%,25328198025000,27787551597500,37633482559195,50891258360687,50982891917625,37336549167692,54347975390769,88254178457061,89908765517241,219.84,292.46,383.56,473.48,238.02,16.91,7.44,11.44,13.91,28779384000000,33239923200000,38825586000000,46676600000000,78824336000000,616318156800000,586419960000000,610030112000000,603485336000000,584659020103680,610479359078400,922545307148288,1.10136MMMMM,1.61947MMMMM,1.7088MMMMM,2.18332MMMMM,2.49317MMMMM,2.66942MMMMM,34560346275000,2790000000,4221000000,3226000000,3617000000,4944000000,4020000000,5580000000,6478000000,149000000,134000000,141000000,141000000,119000000,304000000,334000000,297000000,287000000,2777000000,1917000000,2866000000,4108000000,6497000000,1286000000,1290000000,1666000000,1745000000,4324000000,3587000000,4712000000,5988000000,8810000000,5667000000,5143000000,5459000000,6296000000,3214000000,2630000000,3093000000,3587000000,3815000000,5999000000,6125000000,6392000000,7637000000
SRE,SEMPRA,Multi-Utilities,Multi-Utilities,"Gas, Water and Multi-utilities",Utilities,Utilities,"Sempra is an energy infrastructure company. The Company focuses on delivering sustainable energy to consumers, as well as invests in, develops, and operates transmission and distribution infrastructures. Sempra serves customers in North America.",REITS,257000000,1050000000,2198000128,3932999936,1318000000,2139000064,3075000064,2862000128,1836999936,50454000000,60638000000,65665000000,66623000000,72045000000,78574000000,87181000000,96155000000,110878000000,9640000000,10102000000,10829000000,11370000000,12857000000,14439000000,16720000000,13185000000,13702000000,--,--,--,--,--,--,--,--,--,3625000000,3516000000,3088000000,2591000000,3842000000,1142000000,6218000000,4907000000,4565000000,-3705000000,-3705000000,-3708000000,-4676000000,-5015000000,-5295000000,-8346000000,-8162000000,-10545000000,20839000000,25995000000,26313000000,24665000000,25164000000,29500000000,31745000000,36958000000,36287000000,71.22%,71.07%,75.33%,79.00%,74.97%,68.96%,72.24%,86.67%,85.16%,-1070394000000,-398796230000,-8768417582375,-30394807700382,-16784432281609,-61678078239231,-32422902055385,-51620368531489,-98543698275862,2,6.71,12.63,19.01,5.33,8.16,11.22,9.69,5.8,205722320000000,277691858400000,301922932500000,370780961075000,390405431500000,453678643200000,517988906400000,614584032000000,647571549000000,364660073308160,427674863314944,612482708885504,510965085388800,597080555970560,752485887700992,726300685500416,928239409561600,962012241829888,21755758050000,1457000000,1290000000,2647000000,2522000000,2298000000,3716000000,2962000000,3080000000,622000000,886000000,1077000000,1081000000,1198000000,1054000000,1309000000,1049000000,1532000000,288000000,102000000,108000000,960000000,559000000,370000000,236000000,1565000000,29000000,3341000000,3645000000,3339000000,4511000000,4375000000,5912000000,5470000000,5285000000,34837000000,6635000000,7523000000,9150000000,6839000000,10035000000,9899000000,10090000000,9676000000,21894000000
STE,STERIS PLC,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,"STERIS Public Limited Company operates as a provider of infection prevention and other procedural products and services. The Company offers sterilizers and washers, surgical tables, lights and equipment management systems, and endoscopy accessories. STERIS serves healthcare, pharmaceutical, and medical device industries.",Commercial Services,109965000,290915008,304051008,407659008,397400000,243888000,107030000,378239008,614641024,4924455000,5200334000,5073071000,5440867000,6574471000,11423594000,10821839000,11063697000,10146811000,2612756000,2619996000,2782170000,3030895000,3107519000,4223403000,4536266000,5138701000,5459515000,1587123968,1525773056,1606743040,1710898944,1764418944,2340396032,2555539968,2920540928,3056751104,424086000,457632000,539505000,590559000,689640000,684811000,756947000,973274000,1148087000,-172901000,-172901000,-189715000,-214516000,-239262000,-287563000,-361969000,-360326000,-370091000,1478361000,1316001000,1183227000,1284444000,1802987000,3279884000,3248277000,3383167000,2202540000,39.25%,41.76%,42.25%,43.55%,43.22%,44.59%,43.66%,43.17%,44.01%,3330692841593,3926121304054,5030665519331,5329039766843,6558615906590,5699266524837,5952166143771,9405766743240,12470524711448,3.78,9.69,9.53,12.38,10.91,4.68,1.7,6.11,9.53,37443689725000,44299003700000,45411479721300,55517541357000,56661719814000,93944664584650,91140182770000,100256117750000,110238358891000,78624005158400,108940053060608,154238420637696,193065603102720,236733317644288,347269165240320,282476936318976,352915159040000,371250334687232,3017891344158,403454000,548368000,411465000,537046000,477815000,791101000,836118000,866641000,44520000,50629000,45015000,40279000,37180000,89593000,107956000,144351000,86261000,282918000,201534000,220633000,319581000,220531000,348320000,208357000,207020000,171701000,1017802000,989657000,1053735000,1224036000,1211754000,1878997000,2011442000,2869123000,2000765000,381583000,398462000,465196000,503607000,577920000,922222000,861844000,931127000,1022173000
STLD,STEEL DYNAMICS,Steel,Iron and Steel,Industrial Metals and Mining,Basic Resources,Basic Materials,"Steel Dynamics, Inc. is a diversified carbon-steel producer and metals recycler in the United States. The Company's operating segments include steel operations, metals recycling and ferrous resources operations, and steel fabrication operations. Steel Dynamics products include flat rolled steel sheet, engineered bar special-bar-quality, and structural beams.",Electric,812740992,1258379008,671102976,550822016,3214065920,3862673920,2450882048,1537133952,1185595008,6855732000,7703563000,8275765000,9265562000,12531234000,14159984000,14908420000,14935233000,16419780000,9538797000,11821839000,10464991000,9601482000,18408850000,22260774000,18795316000,17540390000,18176581000,7956783104,9499025408,8934006784,8166753792,13046425600,16142943232,14749432832,14737804288,15784397824,739606000,1415469000,1396290000,987032000,2204136000,4460403000,3519928000,1844503000,1449534000,-164935000,-164935000,-451945000,-1198055000,-1006239000,-908902000,-1657905000,-1868006000,-948025000,2381940000,2376723000,2809773000,3192992000,3205950000,3181218000,3199206000,3345339000,4382817000,16.59%,19.65%,14.63%,14.94%,29.13%,27.48%,21.53%,15.98%,13.16%,7689054879675,16750566835078,13355502099723,-3076260674032,17140682929960,52744944990298,28370389733963,-372729192502,8264306284052,25.89,34.54,16.75,13.08,60.36,53.52,28.84,17.27,13.25,44926113104000,56081247144450,56284014757500,60549047050000,89989754783500,125543267296000,136054463773200,145485480944000,149075350823000,139126524096512,97630050921984,101106222939136,108286496550400,172342039505920,262004144191488,290880126058496,280357759877120,409981738082304,14274787763925,1722409000,4301105000,986880000,847142000,5091822000,3151181000,1943037000,1475986000,134399000,126620000,127104000,94877000,57209000,91538000,76484000,56347000,70043000,1028649000,828220000,1381460000,1368618000,1243868000,1628417000,1400887000,589464000,769878000,3508342000,4032657000,4253025000,4258447000,6901023000,7638018000,6787826000,5431338000,6484171000,868519000,1019137000,1006698000,1258787000,2227369000,2032296000,2332296000,2150583000,2122254000
STT,STATE ST CORP,Asset Management & Custody Banks,Asset Managers and Custodians,Investment Banking and Brokerage Services,Financial Services,Financials,"State Street Corporation services institutional investors and manages financial assets worldwide. The Company's products and services include custody, accounting, administration, daily pricing, international exchange services, cash management, financial asset management, securities lending, and investment advisory services.",Healthcare-Products,2156000000,2592999936,2241999872,2420000000,2692999936,2774000128,1944000000,2687000064,2944999936,238425000000,244596000000,245610000000,314706000000,314624000000,301450000000,297258000000,353240000000,366047000000,11870000000,13122000000,13131000000,12078000000,12030000000,13692000000,18366000000,22054000000,22628000000,--,--,--,--,--,--,--,--,--,6940000000,10175000000,5690000000,3532000000,-6710000000,11954000000,690000000,-13210000000,11898000000,-637000000,-637000000,-730000000,-560000000,-811000000,-734000000,-816000000,-926000000,-1055000000,15606000000,15267000000,14633000000,18089000000,15336000000,18459000000,23538000000,36975000000,29979000000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.65,12,9.46,9.99,10.47,10.95,8.09,11.2,11.61,303243396000000,356881935850000,338283841500000,364835000000000,389608075500000,390641875200000,366304688400000,411902064000000,464749813000000,487623060488192,345717669943296,391447800619008,357910283315200,484644330584064,419833483094016,359997115465728,460961243267072,601012101120000,40072875375000,3101000000,3171000000,2712000000,2899000000,3327000000,2316000000,3395000000,3731000000,--,--,--,--,--,--,--,--,--,2107000000,3212000000,3302000000,3467000000,3631000000,3970000000,4047000000,3145000000,4433000000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
